,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000004.SZ,20200930,22.98,23.44,22.8,23.09,23.0,0.09,0.3913,12537.0,28958.277
1,000004.SZ,20200929,22.81,23.12,22.6,23.0,22.94,0.06,0.2616,12458.0,28558.691
2,000004.SZ,20200928,23.11,23.59,22.75,22.94,23.06,-0.12,-0.5204,14617.43,33728.684
3,000004.SZ,20200925,22.99,23.39,22.81,23.06,22.91,0.15,0.6547,12704.01,29310.031
4,000004.SZ,20200924,23.33,23.57,22.77,22.91,23.69,-0.78,-3.2925,17106.52,39373.77
5,000004.SZ,20200923,23.75,23.82,23.36,23.69,23.62,0.07,0.2964,17510.01,41297.551
6,000004.SZ,20200922,23.98,24.09,23.52,23.62,24.21,-0.59,-2.437,20701.01,49213.858
7,000004.SZ,20200921,24.7,24.87,24.19,24.21,24.76,-0.55,-2.2213,28030.01,68504.202
8,000004.SZ,20200918,25.15,25.5,24.2,24.76,24.74,0.02,0.0808,69390.33,171351.64
9,000004.SZ,20200917,22.5,24.74,22.36,24.74,22.49,2.25,10.0044,50762.72,122043.169
10,000004.SZ,20200916,22.81,22.99,22.27,22.49,22.97,-0.48,-2.0897,14734.01,33153.491
11,000004.SZ,20200915,23.18,23.28,22.75,22.97,23.18,-0.21,-0.906,12337.0,28332.012
12,000004.SZ,20200914,22.99,23.35,22.91,23.18,22.99,0.19,0.8264,11770.78,27223.493
13,000004.SZ,20200911,22.55,23.08,22.23,22.99,22.53,0.46,2.0417,13698.88,31234.914
14,000004.SZ,20200910,23.4,23.53,22.28,22.53,23.32,-0.79,-3.3877,19295.37,44258.296
15,000004.SZ,20200909,23.46,23.68,23.04,23.32,23.96,-0.64,-2.6711,18350.09,42877.476
16,000004.SZ,20200908,24.15,24.79,23.0,23.96,24.2,-0.24,-0.9917,16819.38,40183.485
17,000004.SZ,20200907,24.37,25.49,24.11,24.2,24.37,-0.17,-0.6976,24388.0,60113.188
18,000004.SZ,20200904,24.2,24.44,23.36,24.37,24.26,0.11,0.4534,25827.0,61517.762
19,000004.SZ,20200903,24.54,24.54,24.16,24.26,24.68,-0.42,-1.7018,20879.87,50723.782
