,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002063.SZ,20200930,8.42,8.51,8.38,8.45,8.42,0.03,0.3563,75642.99,63935.177
1,002063.SZ,20200929,8.47,8.5,8.41,8.42,8.41,0.01,0.1189,56260.52,47543.131
2,002063.SZ,20200928,8.59,8.64,8.37,8.41,8.57,-0.16,-1.867,99485.95,84049.987
3,002063.SZ,20200925,8.82,8.88,8.5,8.57,8.78,-0.21,-2.3918,125850.76,108690.016
4,002063.SZ,20200924,9.1,9.1,8.78,8.78,9.13,-0.35,-3.8335,165242.18,146786.722
5,002063.SZ,20200923,9.34,9.34,9.1,9.13,9.29,-0.16,-1.7223,141982.95,130242.896
6,002063.SZ,20200922,9.38,9.45,9.27,9.29,9.47,-0.18,-1.9007,93052.0,87059.408
7,002063.SZ,20200921,9.43,9.6,9.38,9.47,9.4,0.07,0.7447,122053.4,115918.131
8,002063.SZ,20200918,9.32,9.42,9.26,9.4,9.35,0.05,0.5348,124535.36,116271.798
9,002063.SZ,20200917,9.38,9.44,9.31,9.35,9.38,-0.03,-0.3198,76553.85,71687.978
10,002063.SZ,20200916,9.44,9.47,9.35,9.38,9.45,-0.07,-0.7407,62148.43,58387.806
11,002063.SZ,20200915,9.47,9.56,9.37,9.45,9.48,-0.03,-0.3165,79762.86,75252.784
12,002063.SZ,20200914,9.39,9.49,9.32,9.48,9.35,0.13,1.3904,95484.81,90119.66
13,002063.SZ,20200911,9.36,9.46,9.28,9.35,9.44,-0.09,-0.9534,123575.24,115754.961
14,002063.SZ,20200910,9.8,9.8,9.4,9.44,9.74,-0.3,-3.0801,164007.11,156652.158
15,002063.SZ,20200909,9.48,9.85,9.35,9.74,9.55,0.19,1.9895,299957.16,291093.099
16,002063.SZ,20200908,9.5,9.59,9.41,9.55,9.5,0.05,0.5263,99607.49,94559.321
17,002063.SZ,20200907,9.42,9.68,9.4,9.5,9.44,0.06,0.6356,136446.96,130343.05
18,002063.SZ,20200904,9.41,9.49,9.35,9.44,9.53,-0.09,-0.9444,148683.73,139817.701
19,002063.SZ,20200903,9.69,9.69,9.51,9.53,9.71,-0.18,-1.8538,146113.4,139833.469
20,002063.SZ,20200902,9.72,9.74,9.6,9.71,9.74,-0.03,-0.308,157798.24,152438.594
21,002063.SZ,20200901,9.76,9.85,9.62,9.74,9.72,0.02,0.2058,150876.32,146469.987
22,002063.SZ,20200831,9.88,9.97,9.71,9.72,9.84,-0.12,-1.2195,170241.88,167295.689
23,002063.SZ,20200828,9.65,9.84,9.6,9.84,9.62,0.22,2.2869,138288.41,134237.593
24,002063.SZ,20200827,9.55,9.68,9.5,9.62,9.59,0.03,0.3128,97133.22,93070.823
25,002063.SZ,20200826,9.84,9.86,9.57,9.59,9.83,-0.24,-2.4415,131677.58,127110.973
26,002063.SZ,20200825,9.92,9.92,9.7,9.83,9.86,-0.03,-0.3043,109547.7,107584.368
27,002063.SZ,20200824,9.69,9.97,9.65,9.86,9.67,0.19,1.9648,165567.55,162527.287
28,002063.SZ,20200821,10.08,10.15,9.54,9.67,10.06,-0.39,-3.8767,414306.68,404601.218
29,002063.SZ,20200820,10.11,10.24,10.0,10.06,10.17,-0.11,-1.0816,168103.69,169774.386
30,002063.SZ,20200819,10.4,10.41,10.15,10.17,10.4,-0.23,-2.2115,171942.07,175505.555
31,002063.SZ,20200818,10.44,10.46,10.35,10.4,10.47,-0.07,-0.6686,128934.22,134003.512
32,002063.SZ,20200817,10.35,10.52,10.32,10.47,10.36,0.11,1.0618,179226.27,187133.701
33,002063.SZ,20200814,10.19,10.39,10.16,10.36,10.19,0.17,1.6683,134223.91,137684.396
34,002063.SZ,20200813,10.23,10.31,10.16,10.19,10.21,-0.02,-0.1959,109338.18,111906.514
35,002063.SZ,20200812,10.2,10.29,10.0,10.21,10.26,-0.05,-0.4873,176411.99,178503.939
36,002063.SZ,20200811,10.73,10.74,10.21,10.26,10.73,-0.47,-4.3802,269465.69,281822.673
37,002063.SZ,20200810,10.61,10.8,10.56,10.73,10.65,0.08,0.7512,197360.42,211537.539
38,002063.SZ,20200807,10.77,10.79,10.5,10.65,10.87,-0.22,-2.0239,260446.05,276833.105
39,002063.SZ,20200806,10.82,10.99,10.47,10.87,10.79,0.08,0.7414,324851.53,349252.99
40,002063.SZ,20200805,11.08,11.14,10.73,10.79,10.82,-0.03,-0.2773,302604.45,329014.87
41,002063.SZ,20200804,10.72,10.94,10.56,10.82,10.67,0.15,1.4058,335441.8,361414.919
42,002063.SZ,20200803,10.38,10.72,10.35,10.67,10.34,0.33,3.1915,278652.45,293714.691
43,002063.SZ,20200731,10.25,10.39,10.17,10.34,10.23,0.11,1.0753,170925.72,175850.09
44,002063.SZ,20200730,10.42,10.46,10.2,10.23,10.4,-0.17,-1.6346,178209.22,183157.079
45,002063.SZ,20200729,10.2,10.41,10.1,10.4,10.23,0.17,1.6618,218497.79,224937.174
46,002063.SZ,20200728,10.1,10.35,10.02,10.23,10.03,0.2,1.994,175830.28,178818.216
47,002063.SZ,20200727,10.08,10.25,9.9,10.03,10.01,0.02,0.1998,193507.43,194524.584
48,002063.SZ,20200724,10.66,10.86,10.0,10.01,10.68,-0.67,-6.2734,345273.93,356214.66
49,002063.SZ,20200723,10.84,10.9,10.33,10.68,10.99,-0.31,-2.8207,347340.37,369396.475
50,002063.SZ,20200722,10.65,11.13,10.65,10.99,10.65,0.34,3.1925,385554.53,420372.2
51,002063.SZ,20200721,10.65,10.84,10.47,10.65,10.55,0.1,0.9479,213135.64,226803.428
52,002063.SZ,20200720,10.38,10.61,10.14,10.55,10.27,0.28,2.7264,257755.79,268219.686
53,002063.SZ,20200717,10.52,10.65,10.11,10.27,10.51,-0.24,-2.2835,258802.59,267918.448
54,002063.SZ,20200716,11.24,11.24,10.4,10.51,11.11,-0.6,-5.4005,384546.11,418252.217
55,002063.SZ,20200715,11.75,11.8,11.05,11.11,11.71,-0.6,-5.1238,434505.31,490116.643
56,002063.SZ,20200714,11.47,11.96,11.42,11.71,11.47,0.24,2.0924,544363.29,638396.911
57,002063.SZ,20200713,11.17,11.73,11.17,11.47,11.14,0.33,2.9623,399517.26,457597.532
58,002063.SZ,20200710,11.5,11.62,11.08,11.14,11.4,-0.26,-2.2807,461621.31,522163.808
59,002063.SZ,20200709,14.48,14.87,14.4,14.87,14.45,0.42,2.9066,366957.28,538245.889
60,002063.SZ,20200708,13.88,14.54,13.83,14.45,13.95,0.5,3.5842,272662.07,388407.437
61,002063.SZ,20200707,13.92,14.33,13.31,13.95,13.73,0.22,1.6023,331783.5,462331.121
62,002063.SZ,20200706,13.35,13.82,13.35,13.73,13.32,0.41,3.0781,281241.29,382624.76
63,002063.SZ,20200703,13.06,13.39,12.9,13.32,13.0,0.32,2.4615,287788.93,378462.724
64,002063.SZ,20200702,12.45,13.05,12.32,13.0,12.35,0.65,5.2632,311518.72,401111.829
65,002063.SZ,20200701,12.76,12.78,12.27,12.35,12.63,-0.28,-2.2169,186398.71,232170.273
