,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,603516.SH,19.47,20.12,19.47,19.54,19.51,0.029999999999997584,0.1538,13844.27,27422.31,0.7511,20.034,11893.5,20.629,11501.734,20.7375,15851.426,20.9737,16948.3843,21.701,15411.355,23.0231,15356.9878,23.9266,15266.5872
1,20210726,603516.SH,20.08,20.2,19.36,19.51,20.08,-0.5699999999999967,-2.8386,13335.66,26346.613,0.7235,20.236,12094.112,20.869,13149.276,20.7965,16016.4695,21.025,17240.427,21.7752,15342.595,23.0331,15294.1188,23.9546,15310.6332
2,20210723,603516.SH,20.45,20.6,19.96,20.08,20.45,-0.370000000000001,-1.8093,12063.27,24302.039,0.6545,20.586,11117.14,21.065,14444.479,20.8695,16244.2495,21.104,17771.1887,21.854,15357.8932,23.0447,15244.7024,23.9824,15367.6282
3,20210722,603516.SH,20.6,20.73,20.3,20.45,20.59,-0.14000000000000057,-0.6799,9293.74,19001.258,0.5042,20.834,10717.838,21.156,15354.757,20.928,16738.4635,21.188,18258.2783,21.926,15400.5342,23.0541,15215.4211,24.0131,15453.2894
4,20210721,603516.SH,20.56,20.86,20.55,20.59,20.55,0.03999999999999915,0.1946,10930.56,22587.099,0.593,21.004,10744.082,21.181,16273.944,20.974,17423.386,21.249,18357.6933,21.9977,15438.4527,23.0642,15214.1236,24.0482,15597.7882
5,20210720,603516.SH,21.14,21.3,20.5,20.55,21.26,-0.7100000000000009,-3.3396,14847.33,30745.535,0.8055,21.224,11109.968,21.213,17714.517,21.046,18117.587,21.3157,18496.932,22.0743,15745.8243,23.0743,15177.3158,24.0849,15686.0677
6,20210719,603516.SH,21.32,21.46,20.93,21.26,21.32,-0.05999999999999872,-0.2814,8450.8,17879.855,0.4585,21.502,14204.44,21.158,17442.865,21.155,18852.604,21.3757,18389.1993,22.1437,15803.2563,23.0895,15116.6148,24.1191,15774.9337
7,20210716,603516.SH,21.25,21.64,21.1,21.32,21.3,0.019999999999999574,0.0939,10066.76,21521.259,0.5462,21.544,17771.818,21.051,17736.013,21.1795,19287.3815,21.3917,18531.393,22.2077,16579.797,23.0998,15109.0098,24.1523,15919.0198
8,20210715,603516.SH,21.69,21.89,21.22,21.3,21.69,-0.39000000000000057,-1.7981,9424.96,20185.328,0.5114,21.478,19991.676,20.944,18340.252,21.171,19608.5565,21.4173,18484.7547,22.3025,16964.3925,23.1088,15100.2953,24.1803,16034.7188
9,20210714,603516.SH,21.95,22.04,21.65,21.69,21.94,-0.25,-1.1395,12759.99,27870.55,0.6923,21.358,21803.806,20.885,19136.116,21.184,19753.5455,21.4503,18533.0547,22.3945,16994.2165,23.1162,15094.0494,24.2075,16181.5544
10,20210713,603516.SH,21.68,22.1,21.23,21.94,21.47,0.4700000000000024,2.1891,30319.69,66063.57,1.645,21.202,24319.066,20.846,20201.118,21.146,19671.7095,21.49,18693.591,22.4761,16946.9622,23.1153,15053.7163,24.2326,16270.3938
11,20210712,603516.SH,21.09,21.8,20.73,21.47,20.99,0.4800000000000004,2.2868,26287.69,56122.015,1.4262,20.814,20681.29,20.724,18883.663,21.103,19286.0025,21.518,18303.7273,22.5489,16563.144,23.113,14908.0104,,
12,20210709,603516.SH,20.52,21.1,20.1,20.99,20.7,0.28999999999999915,1.401,21166.05,43489.703,1.1484,20.558,17700.208,20.674,18044.02,21.1235,19434.5435,21.546,18174.0427,22.6327,16237.1262,23.1085,14779.2657,,
13,20210708,603516.SH,21.04,21.04,20.37,20.7,20.91,-0.21000000000000085,-1.0043,18485.61,38003.061,1.0029,20.41,16688.828,20.7,18122.17,21.204,19710.039,21.591,18334.0063,22.7177,16056.881,23.109,14786.1625,,
14,20210707,603516.SH,20.06,21.15,19.92,20.91,20.0,0.9100000000000001,4.55,25336.29,52298.593,1.3746,20.412,16468.426,20.767,18572.828,21.283,19399.568,21.6183,18427.722,22.8144,15854.2675,23.1098,14823.2763,,
15,20210706,603516.SH,20.19,20.36,19.84,20.0,20.19,-0.19000000000000128,-0.9411,12130.81,24341.103,0.6582,20.49,16083.17,20.879,18520.657,21.367,18888.1395,21.6587,17950.1327,22.9102,15560.9232,23.128,14690.292,,
