,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,003022.SZ,36.69,39.1,35.24,35.85,35.81,0.03999999999999915,0.1117,174914.47,652867.104,9.1307,36.238,131811.682,35.337,141595.81,34.1025,162535.1425,32.7467,166906.963,29.0824,129615.5343,26.1922,129793.3542,,
1,20210726,003022.SZ,35.61,36.54,34.4,35.81,35.71,0.10000000000000142,0.28,122905.34,437215.392,6.4158,36.202,125285.722,35.278,147882.137,33.8545,164202.0475,32.4607,168031.1127,28.9188,127673.208,26.0566,130695.0392,,
2,20210723,003022.SZ,36.6,38.24,35.5,35.71,36.98,-1.269999999999996,-3.4343,116763.01,429429.141,6.0951,35.824,123657.158,35.604,154917.198,33.599,175280.648,32.148,172250.218,28.754,127118.5738,25.9209,132782.2721,,
3,20210722,003022.SZ,36.84,37.58,35.85,36.98,36.84,0.13999999999999346,0.38,105506.26,386540.226,5.5075,35.39,131233.3,35.633,162885.072,33.459,179796.0885,31.793,172695.89,28.5861,127068.7017,25.7713,133720.3918,,
4,20210721,003022.SZ,35.5,37.79,35.5,36.84,35.67,1.1700000000000017,3.2801,138969.33,511730.647,7.2543,35.01,143686.272,35.479,174290.643,33.106,180594.983,31.3197,171442.3143,28.3845,126385.8262,25.5976,134330.6871,,
5,20210720,003022.SZ,33.37,36.2,33.02,35.67,33.92,1.75,5.1592,142284.67,496582.642,7.4274,34.436,151379.938,35.017,182023.115,32.828,180015.2485,30.843,169217.542,28.1836,125253.8517,25.4128,134320.1116,,
6,20210719,003022.SZ,33.55,34.87,33.3,33.92,33.54,0.38000000000000256,1.133,114762.52,393261.067,5.9907,34.354,170478.552,34.379,183002.444,32.5745,178897.8505,30.401,166807.2263,28.0022,124432.2487,25.2373,135589.6283,,
7,20210716,003022.SZ,34.92,35.17,33.46,33.54,35.08,-1.5399999999999991,-4.39,154643.72,531738.681,8.0725,35.384,186177.238,33.969,189550.725,32.4075,184136.672,30.0323,165369.93,27.8342,124048.014,25.0877,136110.6643,,
8,20210715,003022.SZ,33.84,35.43,33.3,35.08,33.97,1.1099999999999994,3.2676,167771.12,578399.217,8.7578,35.876,194536.844,33.663,183954.429,32.157,183941.4555,29.678,165046.977,27.6811,122943.5618,24.9406,137017.0306,,
9,20210714,003022.SZ,34.18,35.09,33.0,33.97,35.26,-1.2899999999999991,-3.6585,177437.66,603491.283,9.2624,35.948,204895.014,33.195,180762.923,31.7925,181244.335,29.3213,162300.2767,27.4868,121206.9352,24.782,137727.537,,
10,20210713,003022.SZ,38.85,39.33,35.16,35.26,39.07,-3.8100000000000023,-9.7517,237777.74,864996.569,12.4122,35.598,212666.292,32.868,183474.475,31.4515,179562.5395,29.0197,159598.621,27.3134,119801.1805,24.6367,139036.5583,,
11,20210712,003022.SZ,35.96,39.58,35.73,39.07,36.0,3.0700000000000003,8.5278,193255.95,733121.833,10.0881,34.404,195526.336,32.431,180521.958,31.052,178105.6005,28.6947,154227.669,27.1185,117342.149,24.4681,139304.8816,,
12,20210709,003022.SZ,35.47,36.92,35.05,36.0,35.44,0.5600000000000023,1.5801,196441.75,706668.453,10.2544,32.554,192924.212,31.594,195644.098,30.42,180916.728,28.231,149823.6053,26.846,115349.4748,24.2725,140305.0857,,
13,20210708,003022.SZ,33.05,35.44,32.5,35.44,32.22,3.219999999999999,9.9938,219561.97,753965.581,11.4613,31.45,173372.014,31.285,196707.105,29.873,177601.299,27.8803,146890.5587,26.6197,113104.4438,24.0932,141104.1501,,
14,20210707,003022.SZ,28.94,32.22,28.52,32.22,29.29,2.9299999999999997,10.0034,216294.05,668131.44,11.2907,30.442,156630.832,30.733,186899.323,29.24,170018.15,27.5697,142697.2013,26.4016,110188.5695,23.9258,142505.2055,,
15,20210706,003022.SZ,29.83,30.62,28.02,29.29,29.82,-0.5300000000000011,-1.7773,152077.96,447203.709,7.9386,30.138,154282.658,30.639,178007.382,28.756,162814.7555,27.3507,137985.9253,26.237,107845.8625,23.777,144250.8788,,
16,20210705,003022.SZ,30.67,30.8,28.8,29.82,30.48,-0.6600000000000001,-2.1654,180245.33,533912.302,9.4089,30.458,165517.58,30.77,174793.257,28.412,158709.6175,27.2077,136699.2607,26.1356,106732.3063,23.6458,145556.8533,,
17,20210702,003022.SZ,29.9,31.0,29.85,30.48,30.4,0.08000000000000185,0.2632,98680.76,299939.523,5.1512,30.634,198363.984,30.846,178722.619,28.064,153279.5325,27.101,132787.0237,26.0211,105583.9003,23.5,145579.7472,,
18,20210701,003022.SZ,30.7,31.33,29.6,30.4,30.7,-0.3000000000000007,-0.9772,135856.06,415037.508,7.0918,31.12,220042.196,30.651,183928.482,27.6855,155593.251,26.9597,131750.3863,25.9089,105772.2175,23.3447,145604.8057,,
