,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20201105,000525.SZ,7.09,7.19,7.08,7.17,7.08,0.08999999999999986,1.2712,48168.29,34400.32,0.8384,7.278,71269.541,7.276,61892.062,7.267,57036.243,7.6715,95519.1125,8.1164,153137.7965,8.7738,171298.1251
1,20201104,000525.SZ,7.13,7.15,7.03,7.08,7.11,-0.03000000000000025,-0.4219,35692.39,25277.434,0.6213,7.297,70445.012,7.263,60776.6975,7.2793,57410.467,7.6905,96930.0652,8.1328,156009.0261,8.7838,171254.7858
2,20201103,000525.SZ,7.02,7.18,7.02,7.11,7.01,0.10000000000000053,1.4265,51533.3,36658.082,0.897,7.326,71283.755,7.2565,60703.6665,7.2993,57366.0733,7.71,100075.0575,8.1536,157748.1004,8.794,171256.8307
3,20201102,000525.SZ,7.2,7.21,7.0,7.01,7.24,-0.23000000000000043,-3.1768,68888.67,48697.997,1.1991,7.352,70105.396,7.246,60784.2015,7.3197,56959.0633,7.7328,103358.34,8.1757,159283.6933,8.8041,171178.7613
4,20201030,000525.SZ,7.52,7.57,7.2,7.24,7.61,-0.3700000000000001,-4.862,106766.48,78528.257,1.8584,7.385,67302.829,7.25,60586.183,7.343,56507.2623,7.7542,105412.1807,8.197,160460.2666,8.8147,171081.9002
5,20201029,000525.SZ,7.99,7.99,7.51,7.61,7.33,0.28000000000000025,3.8199,156921.42,121537.48,2.7314,7.399,64371.325,7.2495,58072.54,7.3557,56235.3653,7.7717,106823.8393,8.2172,162223.2107,8.8247,170912.3445
6,20201028,000525.SZ,7.28,7.36,7.21,7.33,7.28,0.04999999999999982,0.6868,30864.0,22501.156,0.5372,7.371,59587.994,7.242,51843.9675,7.3623,54393.8703,7.783,107138.4515,8.2387,163589.4578,8.8332,170553.7111
7,20201027,000525.SZ,7.3,7.36,7.22,7.28,7.37,-0.08999999999999986,-1.2212,34813.0,25326.583,0.606,7.345,60229.494,7.249,52204.5885,7.383,57262.8973,7.7968,108937.1677,8.2569,165186.2363,8.844,170621.4406
8,20201026,000525.SZ,7.59,7.64,7.33,7.37,7.58,-0.20999999999999996,-2.7704,65975.0,49131.556,1.1484,7.336,60441.637,7.2625,52806.7385,7.407,58268.0157,7.808,111007.045,8.2788,166768.3549,8.8558,170610.2526
9,20201023,000525.SZ,7.39,7.64,7.36,7.58,7.36,0.21999999999999975,2.9891,113072.86,85209.346,1.9681,7.321,59589.65,7.2695,52299.3725,7.431,58556.478,7.819,115786.8668,8.3008,170560.9308,8.8676,170492.4234
10,20201022,000525.SZ,7.39,7.47,7.32,7.36,7.37,-0.009999999999999787,-0.1357,39923.0,29541.685,0.6949,7.274,52514.583,7.2615,49919.594,7.4477,57388.1663,7.8358,120017.6365,8.3298,175844.1677,8.8793,170251.6416
11,20201021,000525.SZ,7.34,7.45,7.28,7.37,7.37,0.0,0.0,44079.82,32452.362,0.7673,7.229,51108.383,7.2705,50893.1945,7.4753,58389.1307,7.8612,127056.1423,8.3622,180482.4472,,
12,20201020,000525.SZ,7.32,7.42,7.28,7.37,7.34,0.03000000000000025,0.4087,39749.71,29225.921,0.6919,7.187,50123.578,7.286,50407.2325,7.501,58598.619,7.8863,134800.1878,8.3859,181716.7947,,
13,20201019,000525.SZ,7.38,7.39,7.31,7.34,7.38,-0.040000000000000036,-0.542,40863.0,30033.076,0.7113,7.14,51463.007,7.3035,50385.897,7.5273,59996.1583,7.9048,142272.5858,8.4126,183935.5963,,
14,20201016,000525.SZ,7.32,7.44,7.19,7.38,7.33,0.04999999999999982,0.6821,77451.44,56673.252,1.3481,7.115,53869.537,7.322,51109.479,7.555,61004.105,7.9262,153110.7217,8.436,185819.7684,,
15,20201015,000525.SZ,7.08,7.38,7.07,7.33,7.07,0.2599999999999998,3.6775,109088.11,79300.287,1.8988,7.1,51773.755,7.334,52167.3855,7.5797,60555.9443,7.9535,153818.7643,8.4617,187933.3482,,
16,20201014,000525.SZ,7.15,7.16,7.06,7.07,7.19,-0.1200000000000001,-1.669,37279.0,26507.679,0.6489,7.113,44099.941,7.358,51796.8085,7.6043,61624.8403,7.9983,170208.6337,8.4893,191003.6437,,
17,20201013,000525.SZ,7.22,7.22,7.13,7.19,7.22,-0.02999999999999936,-0.4155,36934.43,26494.319,0.6429,7.153,44179.683,7.402,55779.599,7.645,64630.2783,8.053,181709.4703,8.5173,195583.6883,,
18,20201012,000525.SZ,7.13,7.26,7.1,7.22,7.11,0.10999999999999943,1.5471,57455.13,41385.067,1.0001,7.189,45171.84,7.4425,57181.205,7.6853,68229.38,8.09,189953.5342,8.5388,197995.0999,,
19,20201009,000525.SZ,6.95,7.15,6.95,7.11,6.91,0.20000000000000018,2.8944,42322.19,29941.469,0.7367,7.218,45009.095,7.486,58039.892,7.7217,73223.989,8.1197,198112.895,8.5528,198732.143,,
20,20200930,000525.SZ,6.92,6.97,6.86,6.91,6.95,-0.040000000000000036,-0.5755,25861.0,17893.836,0.4501,7.249,47324.605,7.5345,59824.958,7.768,81995.7603,8.1477,207031.4568,8.5712,199216.203,,
21,20200929,000525.SZ,6.97,6.97,6.86,6.95,6.9,0.04999999999999982,0.7246,34231.77,23717.876,0.5958,7.312,50678.006,7.5985,62029.5045,7.828,95029.1563,8.1657,211433.0985,8.591,199912.013,,
