,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20201105,000502.SZ,7.75,7.84,7.68,7.84,7.67,0.16999999999999993,2.2164,14989.0,11638.406,0.8175,7.659,22358.618,7.847,32194.736,7.741,44852.7773,7.5967,51512.6362,7.1895,43866.6562,7.1793,36934.688
1,20201104,000502.SZ,7.6,7.76,7.51,7.67,7.54,0.1299999999999999,1.7241,18448.0,14116.422,1.0062,7.664,23368.018,7.8425,33532.72,7.7203,45149.693,7.5878,51932.1697,7.1786,43906.2562,,
2,20201103,000502.SZ,7.6,7.79,7.36,7.54,7.47,0.07000000000000028,0.9371,34817.51,26505.957,1.899,7.695,24137.358,7.845,35438.22,7.7087,45323.492,7.5822,52534.1505,7.1689,43927.3812,,
3,20201102,000502.SZ,7.39,7.79,7.34,7.47,7.39,0.08000000000000007,1.0825,31601.0,23547.815,1.7236,7.763,23266.23,7.858,38157.2455,7.7017,45192.376,7.5778,52643.6862,7.1598,43858.7521,,
4,20201030,000502.SZ,7.65,7.78,7.33,7.39,7.65,-0.2600000000000007,-3.3987,25427.0,19017.42,1.3868,7.814,23641.274,7.869,40017.0315,7.6907,45251.871,7.5727,52778.3193,7.1523,43763.5781,,
5,20201029,000502.SZ,7.52,7.75,7.45,7.65,7.64,0.010000000000000675,0.1309,16400.67,12508.127,0.8945,7.901,25257.105,7.8705,41404.267,7.6763,46219.4723,7.5698,53104.684,7.1445,43830.3736,,
6,20201028,000502.SZ,7.7,7.72,7.5,7.64,7.65,-0.010000000000000675,-0.1307,16208.0,12296.804,0.884,7.927,27648.722,7.871,45402.268,7.6673,47492.2503,7.5607,53339.19,7.1331,43870.3847,,
7,20201027,000502.SZ,7.85,7.93,7.64,7.65,7.81,-0.15999999999999925,-2.0487,16727.0,12968.754,0.9123,7.971,29376.822,7.861,51324.0705,7.6597,48223.9503,7.5498,53437.6388,7.1218,44056.8052,,
8,20201026,000502.SZ,7.93,8.02,7.7,7.81,7.93,-0.1200000000000001,-1.5132,27557.0,21568.234,1.503,8.031,35269.722,7.833,55169.3555,7.6503,49878.518,7.539,53722.1098,7.1128,44165.8262,,
9,20201023,000502.SZ,7.95,8.04,7.84,7.93,7.89,0.040000000000000036,0.507,21411.0,16973.829,1.1678,8.047,38553.154,7.8145,55636.407,7.6423,51834.803,7.5272,54478.3448,7.1034,44265.8762,,
10,20201022,000502.SZ,8.05,8.05,7.81,7.89,7.98,-0.09000000000000075,-1.1278,25083.0,19912.938,1.3681,8.035,42030.854,7.782,56099.857,7.6383,56424.2843,7.5162,55453.0937,7.095,44272.7012,,
11,20201021,000502.SZ,8.14,8.29,7.95,7.98,8.22,-0.2400000000000002,-2.9197,26141.4,21048.46,1.4258,8.021,43697.422,7.7485,56040.5305,7.6647,64129.8667,7.5027,55689.2852,7.0877,44344.8449,,
12,20201020,000502.SZ,8.07,8.25,7.96,8.22,7.98,0.2400000000000002,3.0075,26106.23,21277.067,1.4239,7.995,46739.082,7.7155,55916.559,7.674,63570.3707,7.4885,55906.0643,7.0785,44406.284,,
13,20201019,000502.SZ,8.3,8.3,7.95,7.98,8.26,-0.27999999999999936,-3.3898,35351.44,28629.852,1.9281,7.953,53048.261,7.671,56155.449,7.6503,64008.59,7.4715,56365.9857,7.0688,44582.8572,,
14,20201016,000502.SZ,7.98,8.3,7.81,8.26,7.91,0.34999999999999964,4.4248,41585.31,33705.748,2.2681,7.924,56392.789,7.629,56057.1695,7.634,64234.8637,7.455,56801.4237,7.0598,44642.2986,,
15,20201015,000502.SZ,8.09,8.09,7.88,7.91,8.08,-0.16999999999999993,-2.104,40316.84,32018.666,2.1989,7.84,57551.429,7.564,56700.656,7.603,64217.824,7.4367,57685.0465,7.0494,44473.0627,,
16,20201014,000502.SZ,8.15,8.25,8.06,8.08,8.25,-0.16999999999999993,-2.0606,33489.0,27227.845,1.8265,7.815,63155.814,7.5375,57414.0145,7.5763,63850.196,7.4217,57696.8217,7.0423,44405.6724,,
17,20201013,000502.SZ,7.98,8.44,7.97,8.25,7.97,0.28000000000000025,3.5132,75656.0,62522.998,4.1264,7.751,73271.319,7.504,57647.5145,7.5507,63978.2937,7.4077,58087.2567,7.0343,44326.1393,,
