,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,002142.SZ,34.2,34.59,32.16,32.5,34.25,-1.75,-5.1095,558785.06,1842397.01,0.9426,34.868,318824.234,35.658,307781.344,36.1947,325638.6175,37.1255,305568.0453,39.4376,244914.6605,39.5321,267104.0908,36.6525,327485.6508
1,20210726,002142.SZ,35.31,35.31,34.1,34.25,35.54,-1.2899999999999991,-3.6297,287493.83,990744.938,0.485,35.552,263966.882,35.93,282722.541,36.4724,311716.1445,37.3645,293372.161,39.5885,238536.6025,39.569,264906.0143,36.6424,327218.4513
2,20210723,002142.SZ,36.11,36.17,35.3,35.54,36.15,-0.6099999999999994,-1.6874,205868.51,735056.045,0.3473,36.196,258639.024,35.986,305281.341,36.6789,319574.4755,37.5475,295121.7207,39.6958,236411.4712,39.5927,267916.6175,36.6204,328319.0102
3,20210722,002142.SZ,35.78,36.78,35.61,36.15,35.9,0.25,0.6964,254302.15,922140.171,0.429,36.498,274629.452,35.942,325272.437,36.8809,321556.5255,37.7138,294811.9637,39.7888,241169.8858,39.607,269840.4583,36.5923,329057.2694
4,20210721,002142.SZ,36.02,36.3,35.25,35.9,35.92,-0.020000000000003126,-0.0557,287671.62,1023751.978,0.4853,36.614,311528.254,35.8622,355011.839,37.0254,318619.3385,37.8745,292195.619,39.8552,240773.1905,39.6245,269767.7365,36.5633,329506.7236
5,20210720,002142.SZ,37.01,37.08,35.78,35.92,37.47,-1.5499999999999972,-4.1366,284498.3,1029027.366,0.4799,36.448,296738.454,36.0046,347708.637,37.1538,322498.6865,38.0436,289761.398,39.9175,239576.9517,39.6428,270257.0845,36.5373,331007.091
6,20210719,002142.SZ,37.05,37.56,36.2,37.47,37.05,0.4200000000000017,1.1336,260854.54,965069.724,0.44,36.308,301478.2,36.1569,341637.352,37.329,322068.0665,38.2461,284876.2863,39.9935,241757.9522,39.663,271150.1807,36.5146,331794.0317
7,20210716,002142.SZ,36.73,37.41,36.32,37.05,36.73,0.3200000000000003,0.8712,285820.65,1054478.837,0.4821,35.776,351923.658,36.1294,339577.168,37.3813,322937.455,38.4056,282027.7597,40.0142,240511.6963,39.6835,273819.0156,36.4901,333037.6345
8,20210715,002142.SZ,34.9,36.8,34.9,36.73,35.07,1.6599999999999966,4.7334,438796.16,1587519.209,0.7402,35.386,375915.422,36.1411,352766.468,37.4739,318635.1905,38.5501,278960.386,40.0389,241055.6222,39.6901,276446.1534,36.4656,334026.669
9,20210714,002142.SZ,35.09,35.25,34.61,35.07,35.22,-0.14999999999999858,-0.4259,213722.62,747605.011,0.3605,35.1105,398495.424,36.3967,336606.878,37.614,306652.2315,38.7141,271203.9067,40.0471,236127.4145,39.696,275358.855,36.4412,335079.0116
10,20210713,002142.SZ,34.85,35.53,34.33,35.22,34.81,0.4099999999999966,1.1778,308197.03,1085237.029,0.5199,35.5613,398678.82,36.7315,343495.891,37.8593,304461.396,38.9418,269646.4867,40.0888,235943.9602,39.7175,276439.0409,36.4217,337287.3194
11,20210712,002142.SZ,35.59,35.99,34.31,34.81,35.1,-0.28999999999999915,-0.8262,513081.83,1791169.906,0.8655,36.0057,381796.504,37.0148,340709.748,38.0818,298696.971,39.1578,266822.6703,40.128,233465.2855,39.7461,277318.9983,,
12,20210709,002142.SZ,35.33,36.03,34.81,35.1,35.36,-0.259999999999998,-0.7353,405779.47,1434093.798,0.6845,36.4829,327230.678,37.3717,333867.61,38.3283,290041.9105,39.399,255303.966,40.1722,227240.7808,39.7691,277958.5122,,
13,20210708,002142.SZ,37.669,37.6789,34.9974,35.3523,37.324,-1.9716999999999985,-5.2827,551696.17,1998679.338,0.9306,36.8961,329617.514,37.8199,317840.614,38.5997,279581.727,39.6427,249535.749,40.2161,223628.734,39.7855,278553.38,,
