,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,605158.SH,8.26,8.36,8.12,8.15,8.24,-0.08999999999999986,-1.0922,19429.37,15937.691,1.5189,8.338,22813.132,8.312,29845.56,8.267,21682.794,8.384,21948.1257,8.5027,19617.901,8.6498,35728.1574,,
1,20210726,605158.SH,8.42,8.42,8.21,8.24,8.46,-0.22000000000000064,-2.6005,26507.44,21986.708,2.0722,8.4,28528.178,8.323,29129.783,8.275,21490.7675,8.4115,22642.7767,8.5161,19674.1782,8.6523,36021.856,,
2,20210723,605158.SH,8.48,8.58,8.38,8.46,8.44,0.02000000000000135,0.237,27067.3,22967.409,2.116,8.486,42302.478,8.325,27783.099,8.286,20878.6455,8.4262,22494.9753,8.5279,19876.0582,8.6527,36050.7506,,
3,20210722,605158.SH,8.4,8.47,8.36,8.44,8.4,0.03999999999999915,0.4762,16751.15,14120.603,1.3095,8.4,39816.158,8.303,26100.408,8.2895,20261.7005,8.4311,21948.432,8.5369,20159.6587,8.6486,35965.7731,,
4,20210721,605158.SH,8.46,8.52,8.38,8.4,8.46,-0.0600000000000005,-0.7092,24310.4,20491.543,1.9004,8.33,39673.308,8.28,25807.045,8.2925,20258.703,8.437,21819.727,8.5498,20708.8602,8.6464,35950.7743,,
5,20210720,605158.SH,8.5,8.55,8.35,8.46,8.67,-0.20999999999999908,-2.4221,48004.6,40473.166,3.7527,8.286,36877.988,8.271,25003.577,8.296,20409.698,8.4469,21435.6477,8.5678,21252.9785,8.6453,35866.4918,,
6,20210719,605158.SH,8.29,8.81,8.26,8.67,8.03,0.6400000000000006,7.9701,95378.94,81871.714,7.4561,8.246,29731.388,8.244,21137.296,8.299,20015.068,8.4525,20132.7967,8.5833,21495.2892,8.6431,35588.5494,,
7,20210716,605158.SH,8.04,8.08,8.01,8.03,8.09,-0.0600000000000005,-0.7417,14635.7,11756.205,1.1441,8.164,13263.72,8.194,12703.295,8.301,16253.116,8.4509,17271.4987,8.5953,21869.2798,8.6391,34905.1125,,
8,20210715,605158.SH,8.21,8.24,8.03,8.09,8.18,-0.08999999999999986,-1.1002,16036.9,12981.597,1.2537,8.206,12384.658,8.2,12808.404,8.3419,16796.6185,8.4704,17402.6087,8.6153,22494.3737,8.6403,34930.9848,,
9,20210714,605158.SH,8.24,8.28,8.16,8.18,8.26,-0.08000000000000007,-0.9685,10333.8,8474.129,0.8078,8.23,11940.782,8.211,13127.496,8.3851,17336.336,8.4896,17438.196,8.6329,23075.9713,8.6397,34927.1428,,
10,20210713,605158.SH,8.26,8.28,8.17,8.26,8.26,0.0,0.0,12271.6,10091.701,0.9593,8.256,13129.166,8.222,13520.028,8.42,17999.4085,8.5039,17488.1087,8.6481,24004.896,8.6381,34988.9774,,
11,20210712,605158.SH,8.23,8.3,8.23,8.26,8.24,0.019999999999999574,0.2427,13040.6,10767.297,1.0194,8.242,12543.204,8.227,13851.752,8.4558,19399.2735,8.5147,17453.2887,8.6647,25300.2915,8.6347,34978.8836,,
12,20210709,605158.SH,8.28,8.31,8.17,8.24,8.21,0.02999999999999936,0.3654,10240.39,8429.346,0.8005,8.224,12142.87,8.247,13974.192,8.4769,19850.9135,8.5252,17479.6687,8.6808,27279.5055,8.6307,35018.1908,,
13,20210708,605158.SH,8.29,8.36,8.2,8.21,8.31,-0.09999999999999964,-1.2034,13817.52,11399.351,1.0802,8.194,13232.15,8.276,14422.993,8.4952,19872.444,8.5375,17647.645,8.7027,30825.3135,8.6288,35066.2212,,
14,20210707,605158.SH,8.2,8.35,8.2,8.31,8.19,0.120000000000001,1.4652,16275.72,13493.021,1.2723,8.192,14314.21,8.305,14710.361,8.5154,19826.068,8.5505,17591.2943,8.7358,36262.7762,8.6269,35154.4398,,
15,20210706,605158.SH,8.15,8.23,8.15,8.19,8.17,0.019999999999999574,0.2448,9341.79,7645.852,0.7303,8.188,13910.89,8.321,15815.819,8.5348,19651.683,8.5566,17466.1453,8.7657,40866.5713,8.6261,35182.2847,,
16,20210705,605158.SH,8.09,8.22,8.08,8.17,8.09,0.08000000000000007,0.9889,11038.93,9017.51,0.863,8.212,15160.3,8.354,18892.84,8.5568,19630.547,8.5645,17464.077,8.7964,43829.0473,8.6274,35268.4052,,
17,20210702,605158.SH,8.2,8.21,8.08,8.09,8.2,-0.10999999999999943,-1.3415,15686.79,12727.045,1.2263,8.27,15805.514,8.408,19802.937,8.5794,19555.6005,8.572,17452.5677,8.8122,44156.5585,8.6296,35329.2874,,
18,20210701,605158.SH,8.28,8.35,8.18,8.2,8.29,-0.08999999999999986,-1.0856,19227.82,15810.261,1.5031,8.358,15613.836,8.4838,20784.833,8.6056,19699.711,8.5822,17406.3747,8.8286,44469.4162,8.6322,35322.1801,,
19,20210630,605158.SH,8.3,8.38,8.27,8.29,8.31,-0.02000000000000135,-0.2407,14259.12,11840.416,1.1147,8.418,15106.512,8.5591,21545.176,8.629,19593.546,8.589,17918.826,8.8446,44878.2663,8.6331,35273.8523,,
20,20210629,605158.SH,8.5,8.5,8.31,8.31,8.46,-0.15000000000000036,-1.773,15588.84,13090.631,1.2186,8.454,17720.748,8.6179,22478.789,8.6448,19472.149,8.6006,17857.708,8.8556,45233.0437,8.6325,35272.2989,,
21,20210628,605158.SH,8.53,8.54,8.43,8.46,8.53,-0.06999999999999851,-0.8206,14265.0,12062.19,1.1152,8.496,22625.38,8.6845,24946.795,8.6585,19254.057,8.6087,17931.909,8.8697,46004.465,8.6312,35293.3908,,
22,20210625,605158.SH,8.53,8.55,8.48,8.53,8.5,0.02999999999999936,0.3529,14728.4,12547.652,1.1514,8.546,23800.36,8.7067,25727.635,8.6644,19232.407,8.6166,17923.392,8.8793,46402.1525,8.6297,35301.6213,,
23,20210624,605158.SH,8.47,8.52,8.4,8.5,8.47,0.02999999999999936,0.3542,16691.2,14111.361,1.3048,8.6096,25955.83,8.7144,25321.895,8.6682,19259.971,8.6199,17959.5787,8.884,46568.7,8.6274,35463.9278,,
24,20210623,605158.SH,8.56,8.56,8.42,8.47,8.52,-0.049999999999998934,-0.5869,27330.3,23134.482,2.1365,8.7002,27983.84,8.7259,24941.775,8.6732,19031.761,8.6242,17868.0497,8.8898,46625.7545,8.6279,35547.1872,,
25,20210622,605158.SH,8.72,8.75,8.51,8.52,8.71,-0.19000000000000128,-2.1814,40112.0,34406.004,3.1357,8.7818,27236.83,8.7486,23487.547,8.6744,18291.3085,8.628,17600.4257,8.8977,46766.4162,8.6295,35573.285,,
26,20210621,605158.SH,8.85,8.85,8.69,8.71,8.85,-0.1399999999999988,-1.5819,20139.9,17635.217,2.0467,8.873,27268.21,8.7596,20368.254,8.6697,16749.6955,8.6307,16877.5087,8.9028,46891.1002,8.6333,35411.8444,,
27,20210618,605158.SH,8.9307,8.9684,8.8479,8.8479,8.9533,-0.10540000000000127,-1.1772,25505.75,30119.168,2.592,8.8675,27654.91,8.7508,19308.264,8.654,16277.383,8.625,17498.205,8.9078,47664.0143,8.6346,35364.0946,,
28,20210617,605158.SH,8.8554,9.0286,8.8554,8.9533,8.878,0.07530000000000037,0.8482,26831.25,31833.479,2.7268,8.8193,24687.96,8.7274,18614.589,8.6314,15717.1455,8.6255,17415.4323,8.9093,48250.408,8.6354,35274.3648,,
29,20210616,605158.SH,8.9759,9.0211,8.8253,8.878,8.9759,-0.09789999999999921,-1.0907,23595.25,27917.783,2.3979,8.7515,21899.71,8.6988,17641.916,8.6039,16105.651,8.6207,17413.4683,8.9036,48361.5413,8.6348,35182.6798,,
30,20210615,605158.SH,8.7877,8.9759,8.7801,8.9759,8.6822,0.2936999999999994,3.3828,40268.9,47607.342,4.0924,8.7154,19738.264,8.6717,16465.509,8.5919,15547.1675,8.6215,17287.6763,8.9011,48257.6852,8.6362,35092.1999,,
31,20210611,605158.SH,8.6596,8.7726,8.6446,8.6822,8.6069,0.07530000000000037,0.8749,22073.4,25555.949,2.2432,8.6461,13468.298,8.6325,13561.319,8.5708,14424.466,8.6207,16705.5797,8.8971,47870.7152,8.636,34863.9556,,
32,20210610,605158.SH,8.6145,8.6521,8.5768,8.6069,8.6145,-0.007600000000000051,-0.0882,10671.0,12210.214,1.0845,8.634,10961.618,8.622,12737.179,8.5715,14021.2705,8.6295,17257.141,8.8972,47825.7033,8.6384,34868.2638,,
33,20210609,605158.SH,8.6973,8.7274,8.5994,8.6145,8.6973,-0.08280000000000065,-0.952,12890.0,14788.772,1.31,8.6356,12541.218,8.622,13198.047,8.5727,14278.4205,8.6426,18370.8853,8.9,48236.2472,8.6431,34969.0777,,
34,20210608,605158.SH,8.6295,8.6973,8.5919,8.6973,8.6295,0.06780000000000008,0.7857,12788.02,14691.081,1.2996,8.6461,13384.122,8.6205,13121.747,8.5734,14331.187,8.6627,19597.9933,8.9055,49016.2007,8.6468,35144.0472,,
35,20210607,605158.SH,8.5994,8.6596,8.5843,8.6295,8.622,0.007500000000000284,0.087,8919.07,10208.686,0.9064,8.628,13192.754,8.6001,13095.07,8.5678,14656.865,8.6888,21070.3093,8.9042,49302.6857,8.6522,35155.2831,,
36,20210604,605158.SH,8.5994,8.6596,8.5843,8.622,8.6145,0.007500000000000284,0.0871,9540.0,10922.658,0.9695,8.619,13654.34,8.5798,13131.137,8.5663,15132.136,8.7141,22857.7817,8.9035,49766.3372,8.658,35303.9383,,
37,20210603,605158.SH,8.7575,8.8027,8.5994,8.6145,8.6672,-0.05269999999999975,-0.608,18569.0,21494.396,1.8871,8.6099,14512.74,8.5572,13246.502,8.5621,16593.1755,8.7397,26467.061,8.8997,49889.6867,8.6654,35416.9138,,
38,20210602,605158.SH,8.5693,8.6973,8.5693,8.6672,8.6069,0.0602999999999998,0.7006,17104.52,19628.113,1.7383,8.6084,13854.876,8.5354,12819.702,8.5745,16815.854,8.7603,27586.1387,8.8977,49812.6408,8.6734,35489.7614,,
39,20210601,605158.SH,8.6069,8.622,8.5316,8.6069,8.5843,0.022599999999998843,0.2633,11831.18,13498.162,1.2024,8.5949,12859.372,8.509,14569.386,8.5817,17299.2445,8.7761,28713.7467,8.8942,49850.4492,8.6813,35620.7286,,
40,20210531,605158.SH,8.6145,8.637,8.5467,8.5843,8.5768,0.007500000000000284,0.0874,11227.0,12796.546,1.141,8.5723,12997.386,8.512,14628.826,8.5964,17698.76,8.7924,30521.6833,8.8943,49951.1465,8.6886,35729.5583,,
41,20210528,605158.SH,8.6446,8.6898,8.5542,8.5768,8.6069,-0.030099999999999127,-0.3497,13832.0,15827.436,1.4057,8.5407,12607.934,8.509,15287.613,8.6148,18277.71,8.8148,33147.2943,8.8934,50084.0033,8.6957,35859.5937,,
42,20210527,605158.SH,8.5994,8.6898,8.5843,8.6069,8.5994,0.007500000000000284,0.0872,15279.68,17521.924,1.5528,8.5045,11980.264,8.5211,15305.362,8.6333,19517.122,8.8363,37079.3423,8.8955,50305.4692,8.7031,36112.7282,,
43,20210526,605158.SH,8.494,8.6069,8.494,8.5994,8.494,0.1053999999999995,1.2409,12127.0,13813.402,1.2324,8.4624,11784.528,8.5233,15358.794,8.6529,20957.3045,8.868,44002.982,8.8951,50716.816,8.7121,36406.6697,,
44,20210525,605158.SH,8.4413,8.5166,8.4262,8.494,8.4262,0.06780000000000008,0.8046,12521.25,14106.245,1.2725,8.4232,16279.4,8.5264,15540.627,8.6837,22836.1165,8.9212,54934.258,8.8911,50862.215,8.7204,36663.2149,,
45,20210524,605158.SH,8.3961,8.4488,8.3434,8.4262,8.3961,0.030099999999999127,0.3585,9279.74,10356.946,0.9431,8.4518,16260.266,8.5354,16218.66,8.7331,25057.929,8.9749,64266.9973,8.8913,51074.6442,8.7309,37044.9465,,
46,20210521,605158.SH,8.4036,8.4488,8.3961,8.3961,8.3961,0.0,0.0,10693.65,11954.148,1.0868,8.4774,17967.292,8.5527,17133.135,8.7812,27721.104,9.0284,70194.0177,8.8917,51326.0743,8.7426,37410.6065,,
47,20210520,605158.SH,8.3584,8.4413,8.3584,8.3961,8.4036,-0.007500000000000284,-0.0892,14301.0,15941.369,1.4534,8.5376,18630.46,8.567,19939.849,8.8309,33077.3405,9.0525,70860.5493,8.8933,51950.8405,8.755,37812.6762,,
48,20210519,605158.SH,8.6145,8.6747,8.2907,8.4036,8.637,-0.2333999999999996,-2.7023,34601.36,38978.878,3.5164,8.5843,18933.06,8.6137,20812.006,8.8727,34969.357,9.0751,71532.4577,8.8937,52128.5712,8.7679,38314.4707,,
49,20210518,605158.SH,8.5467,8.6747,8.5241,8.637,8.5542,0.08280000000000065,0.9679,12425.58,14205.811,1.2628,8.6295,14801.854,8.6544,20029.103,8.9096,35785.927,9.1002,71837.7067,8.8904,51876.736,8.7816,39088.9457,,
50,20210517,605158.SH,8.6822,8.6898,8.5241,8.5542,8.6973,-0.14310000000000045,-1.6453,17814.87,20345.23,1.8105,8.619,16177.054,8.6807,20768.694,8.9326,38468.112,9.1107,72608.3793,8.8801,51842.7787,8.7907,39482.2646,,
51,20210514,605158.SH,8.637,8.7048,8.6145,8.6973,8.6295,0.06780000000000008,0.7857,14009.49,16139.319,1.4237,8.628,16298.978,8.7206,21267.807,8.9676,42077.135,9.1308,74077.021,8.8706,51747.3533,8.8003,39983.4053,,
52,20210513,605158.SH,8.5768,8.7199,8.5617,8.6295,8.6295,0.0,0.0,15814.0,18150.461,1.6071,8.5964,21249.238,8.7455,23728.882,8.994,47966.3325,9.1421,74880.913,8.8578,51769.7972,8.8058,40196.8747,,
53,20210512,605158.SH,8.5241,8.6747,8.5241,8.6295,8.5843,0.04519999999999946,0.5265,13945.33,15963.188,1.4172,8.6431,22690.952,8.7824,26555.815,9.0403,58325.076,9.1481,75177.8213,8.848,51796.6325,8.8136,40560.326,,
54,20210511,605158.SH,8.5994,8.6145,8.4563,8.5843,8.5994,-0.015099999999998559,-0.1756,19301.58,21863.959,1.9615,8.6792,25256.352,8.8411,30131.606,9.1186,74631.0735,9.1554,75383.4593,8.838,51831.8603,8.8228,41295.3435,,
55,20210510,605158.SH,8.622,8.622,8.5166,8.5994,8.5392,0.06020000000000003,0.705,18424.49,20962.23,1.8724,8.7425,25360.334,8.9307,33897.198,9.1947,88291.166,9.1674,75932.4067,8.8312,51813.542,8.8314,41667.5548,,
