,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,600025.SH,5.16,5.27,5.1,5.12,5.14,-0.019999999999999574,-0.3891,368297.34,191201.975,0.2046,5.166,382504.414,5.326,348249.673,5.489,304514.921,5.5767,315110.8437,5.5316,328826.7768,5.2952,528540.4843,4.664,432509.7031
1,20210726,600025.SH,5.06,5.21,5.02,5.14,5.06,0.08000000000000007,1.581,388364.67,199472.862,0.2158,5.208,338456.616,5.386,337707.455,5.5255,304586.2375,5.5954,317345.374,5.5432,335882.3042,5.2879,527031.7151,4.6586,432224.2308
2,20210723,600025.SH,5.27,5.27,4.99,5.06,5.26,-0.20000000000000018,-3.8023,642288.03,327292.752,0.3568,5.248,344769.11,5.433,322634.269,5.572,318288.642,5.6111,319860.52,5.5488,337623.1163,5.2801,526206.6404,4.653,433101.0785
3,20210722,600025.SH,5.26,5.32,5.22,5.26,5.25,0.009999999999999787,0.1905,215069.3,113220.824,0.1195,5.324,322818.752,5.484,283900.362,5.604,296700.9135,5.6237,306760.2003,5.5541,335880.4562,5.2734,523170.9633,4.6484,432825.524
4,20210721,600025.SH,5.33,5.36,5.22,5.25,5.33,-0.08000000000000007,-1.5009,298502.73,157247.83,0.1658,5.406,322436.114,5.517,291705.278,5.6305,295712.5885,5.6315,320026.3673,5.5589,352071.6697,5.265,523800.4737,4.6432,434987.7401
5,20210720,600025.SH,5.32,5.38,5.3,5.33,5.34,-0.009999999999999787,-0.1873,148058.35,78936.725,0.0823,5.486,313994.932,5.543,289422.026,5.6595,292419.9045,5.6328,316535.343,5.5686,355977.2885,5.2561,522657.8068,4.6379,435925.7788
6,20210719,600025.SH,5.5,5.52,5.28,5.34,5.44,-0.10000000000000053,-1.8382,419927.14,225010.09,0.2333,5.564,336958.294,5.573,296157.734,5.681,300415.844,5.6312,318105.4433,5.5751,361238.7632,5.2467,522820.5658,4.6319,437193.1547
7,20210716,600025.SH,5.66,5.71,5.43,5.44,5.67,-0.22999999999999954,-4.0564,532536.24,295454.036,0.2959,5.618,300499.428,5.6,283371.658,5.7025,302896.9385,5.6283,312865.19,5.5817,363403.4843,5.2369,521279.2643,4.6263,438128.333
8,20210715,600025.SH,5.67,5.68,5.56,5.67,5.65,0.019999999999999574,0.354,213156.11,119887.785,0.1184,5.644,244981.972,5.625,266248.379,5.7035,292534.954,5.6243,301205.8443,5.5872,363183.9233,5.2268,519715.6538,4.6203,439641.5462
9,20210714,600025.SH,5.71,5.81,5.6,5.65,5.72,-0.0699999999999994,-1.2238,256296.82,145662.274,0.1424,5.628,260974.442,5.638,265107.628,5.7011,294147.469,5.6139,302756.082,5.5888,373391.3988,5.2144,519776.0188,4.6128,441838.1199
10,20210713,600025.SH,5.59,5.72,5.55,5.72,5.61,0.10999999999999943,1.9608,262875.16,148650.337,0.146,5.6,264849.12,5.652,260780.169,5.7021,298541.429,5.6029,303220.6253,5.5922,378656.978,5.2021,520361.1158,4.6057,443892.453
11,20210712,600025.SH,5.58,5.64,5.51,5.61,5.57,0.040000000000000036,0.7181,237632.81,132256.779,0.132,5.582,255357.174,5.665,271465.02,5.7001,307164.3335,5.5896,311556.243,5.5969,388521.9827,5.1889,522576.1024,,
12,20210709,600025.SH,5.57,5.6,5.47,5.57,5.59,-0.019999999999999574,-0.3578,254948.96,140985.067,0.1416,5.582,266243.888,5.711,313943.015,5.7001,318473.6455,5.5773,317304.7023,5.6039,411038.5838,5.1771,523061.4967,,
13,20210708,600025.SH,5.54,5.68,5.52,5.59,5.51,0.08000000000000007,1.4519,293118.46,164460.194,0.1628,5.606,287514.786,5.724,309501.465,5.6935,318190.1195,5.5722,317446.6607,5.6138,423360.3685,5.1661,522957.5719,,
14,20210707,600025.SH,5.65,5.66,5.47,5.51,5.63,-0.1200000000000001,-2.1314,275670.21,152524.51,0.1532,5.648,269240.814,5.744,299719.899,5.6887,334186.912,5.5661,319099.9333,5.614,430243.69,5.1553,523315.3495,,
15,20210706,600025.SH,5.6,5.7,5.58,5.63,5.61,0.019999999999999574,0.3565,215415.43,121351.097,0.1197,5.704,256711.218,5.776,295417.783,5.6778,330092.0015,5.5624,321694.7943,5.6149,435248.725,5.1456,524288.5448,,
16,20210705,600025.SH,5.71,5.78,5.55,5.61,5.69,-0.08000000000000007,-1.406,292066.38,164650.71,0.1623,5.748,287572.866,5.789,304673.954,5.6603,329079.298,5.5543,330661.425,5.6136,443499.7052,5.134,526585.9678,,
17,20210702,600025.SH,5.79,5.82,5.6,5.69,5.8,-0.10999999999999943,-1.8966,361303.45,205383.589,0.2007,5.84,361642.142,5.805,322422.219,5.6424,327611.956,5.5466,338213.85,5.6112,447417.5578,5.1235,526424.9372,,
18,20210701,600025.SH,5.86,5.93,5.77,5.8,5.79,0.009999999999999787,0.1727,201748.6,117698.895,0.1121,5.842,331488.144,5.782,318821.529,5.6239,318684.577,5.5352,336080.782,5.6057,454108.288,5.1122,525022.6282,,
19,20210630,600025.SH,5.83,5.85,5.75,5.79,5.85,-0.05999999999999961,-1.0256,213022.23,123116.249,0.1183,5.84,330198.984,5.7641,323187.31,5.6019,321580.309,5.5228,340694.863,5.5998,467042.0807,5.1001,524790.5808,,
20,20210629,600025.SH,6.07,6.07,5.83,5.85,6.07,-0.22000000000000064,-3.6244,369723.67,218129.859,0.2054,5.848,334124.348,5.7521,336302.689,5.5783,324440.8535,5.511,344623.363,5.5972,484555.5707,5.0883,524664.1654,,
21,20210628,600025.SH,5.81,6.1,5.81,6.07,5.7,0.3700000000000001,6.4912,662412.76,396560.418,0.368,5.83,321775.042,5.7351,342863.647,5.5518,331601.8545,5.5008,339926.6973,5.5913,493225.0172,5.0763,524299.1927,,
22,20210625,600025.SH,5.77,5.8,5.68,5.7,5.79,-0.08999999999999986,-1.5544,210533.46,120390.554,0.117,5.77,283202.296,5.6893,323004.276,5.5104,318985.546,5.4836,326174.5107,5.5804,500367.65,5.0628,521231.9296,,
23,20210624,600025.SH,5.82,5.9,5.77,5.79,5.83,-0.040000000000000036,-0.6861,195302.8,113982.084,0.1085,5.722,306154.914,5.663,326878.774,5.4963,321419.2585,5.4777,330358.829,5.5745,511180.9653,5.0513,520926.0623,,
24,20210623,600025.SH,5.8,5.91,5.76,5.83,5.76,0.07000000000000028,1.2153,232649.05,136055.245,0.1292,5.6883,316175.636,5.6335,368653.925,5.4772,328789.9505,5.4757,336709.2157,5.5659,522825.6798,5.0393,521012.8763,,
25,20210622,600025.SH,5.75,5.82,5.65,5.76,5.77,-0.009999999999999787,-0.1733,307977.14,176325.901,0.1711,5.6563,338481.03,5.5795,364766.22,5.4556,334833.3,5.4752,342448.267,5.5577,533590.7587,5.0263,521788.4648,,
26,20210621,600025.SH,5.49,5.89,5.45,5.77,5.46,0.3099999999999996,5.6777,469549.03,267246.304,0.2609,5.6403,363952.252,5.5316,353484.642,5.437,343655.1605,5.479,347748.1017,5.5502,548821.3603,5.0146,521563.014,,
27,20210618,600025.SH,5.62,5.65,5.44,5.46,5.62,-0.16000000000000014,-2.847,325296.55,179120.72,0.1807,5.6086,362806.256,5.4798,332801.693,5.4174,346109.6655,5.4747,342400.226,5.5484,568951.9945,5.0032,519981.8532,,
28,20210617,600025.SH,5.6312,5.7673,5.602,5.6214,5.6701,-0.0486999999999993,-0.8589,245406.41,142743.933,0.1363,5.6039,347602.634,5.4658,318547.625,5.4118,344710.4085,5.4804,340568.4363,5.548,590798.2667,4.9947,519320.7073,,
29,20210616,600025.SH,5.6409,5.7284,5.5436,5.6701,5.6798,-0.009700000000000486,-0.1708,344176.02,199613.156,0.1912,5.5786,421132.214,5.4396,319973.308,5.4021,349448.6395,5.483,341724.2117,5.5436,609650.9318,4.9849,518793.9216,,
30,20210615,600025.SH,5.6117,5.7576,5.5436,5.6798,5.6117,0.06810000000000027,1.2135,435333.25,252900.743,0.2419,5.5028,391051.41,5.4045,312579.018,5.3904,348783.7,5.4866,342542.71,5.5371,626981.4587,4.9748,518104.9599,,
31,20210611,600025.SH,5.4658,5.6895,5.4464,5.6117,5.4366,0.1750999999999996,3.2208,463819.05,266941.357,0.2577,5.423,343017.032,5.3686,320340.062,5.3836,338458.2225,5.4911,354419.2343,5.5321,642189.0307,4.9645,519346.7172,,
32,20210610,600025.SH,5.5047,5.5145,5.4172,5.4366,5.495,-0.058399999999999785,-1.0628,249278.44,139891.984,0.1385,5.3511,302797.13,5.3316,314966.816,5.3807,327759.628,5.4866,355385.7127,5.5289,678712.3568,4.9534,518349.5263,,
33,20210609,600025.SH,5.2908,5.5145,5.2713,5.495,5.2908,0.20420000000000016,3.8595,613054.31,343458.584,0.3406,5.3277,289492.616,5.3296,315959.743,5.3851,332098.8565,5.4846,365000.712,5.5302,705211.3332,4.9436,518583.665,,
34,20210608,600025.SH,5.2908,5.3297,5.2421,5.2908,5.281,0.009800000000000253,0.1856,193772.0,105294.628,0.1077,5.3005,218814.402,5.3209,288925.976,5.3968,320736.861,5.4862,384116.972,5.5221,718660.2652,4.9337,515781.7674,,
35,20210607,600025.SH,5.2616,5.2908,5.1838,5.281,5.2519,0.02909999999999968,0.5541,195161.36,105124.495,0.1084,5.3063,234106.626,5.3316,304900.38,5.423,331289.2905,5.5044,395419.234,5.5097,723798.4145,4.9256,516451.4991,,
