,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,002252.SZ,7.34,7.4,7.27,7.27,7.34,-0.07000000000000028,-0.9537,283168.7,207436.529,0.5695,7.462,329847.238,7.508,363081.981,7.432,320329.838,7.3786,263497.493,7.4575,243554.1067,7.5257,241054.7227,8.0478,305370.0732
1,20210726,002252.SZ,7.46,7.47,7.28,7.34,7.49,-0.15000000000000036,-2.0027,294771.63,217216.41,0.5928,7.552,399745.012,7.517,351888.472,7.4335,313030.435,7.3809,261891.5763,7.4684,244084.4465,7.5286,240917.5435,8.0566,308013.9707
2,20210723,002252.SZ,7.63,7.68,7.49,7.49,7.62,-0.1299999999999999,-1.706,280440.61,211493.136,0.564,7.586,389224.194,7.519,353384.626,7.4321,308124.8015,7.3866,261063.8617,7.4781,244828.3693,7.5307,242369.493,8.066,312025.1574
3,20210722,002252.SZ,7.65,7.74,7.58,7.62,7.59,0.03000000000000025,0.3953,304876.67,232926.54,0.6132,7.584,387726.392,7.495,347766.503,7.4206,301400.909,7.3849,257756.2263,7.4846,245404.9138,7.5337,247407.0237,8.0762,316912.8024
4,20210721,002252.SZ,7.72,7.72,7.54,7.59,7.72,-0.1299999999999999,-1.6839,485978.58,368863.489,0.9774,7.58,397479.04,7.453,343648.567,7.4026,292279.817,7.3776,252630.6137,7.4881,246665.0657,7.5322,247116.8757,8.0883,323024.9035
5,20210720,002252.SZ,7.53,7.85,7.5,7.72,7.51,0.20999999999999996,2.7963,632657.57,488247.616,1.2724,7.554,396316.724,7.422,320967.156,7.3872,275942.7905,7.3706,242301.705,7.4949,248459.4708,7.53,244633.9174,8.1003,327205.011
6,20210719,002252.SZ,7.49,7.62,7.39,7.51,7.48,0.02999999999999936,0.4011,242167.54,181599.595,0.487,7.482,304031.932,7.38,277127.17,7.3667,249770.965,7.3603,227118.055,7.4945,243064.4553,7.5271,242197.6049,8.1099,332254.9966
7,20210716,002252.SZ,7.68,7.7,7.46,7.48,7.6,-0.11999999999999922,-1.5789,272951.6,205757.565,0.5489,7.452,317545.058,7.364,278946.806,7.3572,243851.133,7.3563,225487.8653,7.4974,247036.3463,7.5248,241839.7675,8.1193,338626.0354
8,20210715,002252.SZ,7.42,7.6,7.38,7.6,7.46,0.13999999999999968,1.8767,353639.91,265199.824,0.7112,7.406,307806.614,7.363,274890.451,7.3443,236499.7095,7.3543,221824.5257,7.4962,245183.007,7.5228,240923.9924,8.1252,340481.5159
9,20210714,002252.SZ,7.37,7.55,7.25,7.46,7.36,0.09999999999999964,1.3587,480167.0,358368.387,0.9657,7.326,289818.094,7.355,286992.613,7.3268,225364.6815,7.348,217661.3107,7.492,241582.0738,7.52,239412.0602,8.1302,343488.0097
10,20210713,002252.SZ,7.38,7.41,7.34,7.36,7.36,0.0,0.0,171233.61,126133.2,0.3444,7.29,245617.588,7.356,277577.695,7.3139,213705.249,7.351,207648.039,7.4889,235534.4663,7.5183,237107.2099,8.1361,345508.088
11,20210712,002252.SZ,7.27,7.47,7.23,7.36,7.25,0.11000000000000032,1.5172,309733.17,227445.211,0.6229,7.278,250222.408,7.3501,274172.398,7.3129,216893.1285,7.36,208556.9193,7.4869,234652.1283,7.5179,237776.5615,,
12,20210709,002252.SZ,7.21,7.29,7.18,7.25,7.2,0.04999999999999982,0.6944,224259.38,162079.689,0.451,7.276,240348.554,7.3452,262864.977,7.3204,214903.4795,7.366,205584.9703,7.4848,231626.1898,7.5161,237584.8666,,
13,20210708,002252.SZ,7.27,7.27,7.18,7.2,7.28,-0.08000000000000007,-1.0989,263697.31,190103.488,0.5303,7.32,241974.288,7.3462,255035.315,7.3299,212751.088,7.3757,207449.5987,7.4848,231006.5723,7.5172,238143.3845,,
14,20210707,002252.SZ,7.27,7.32,7.19,7.28,7.3,-0.019999999999999574,-0.274,259164.47,187716.057,0.5212,7.384,284167.132,7.3523,240911.067,7.3399,207121.637,7.3863,207864.4987,7.4864,230150.8693,7.5183,237897.7033,,
15,20210706,002252.SZ,7.35,7.39,7.28,7.3,7.35,-0.04999999999999982,-0.6803,194257.71,141914.708,0.3907,7.4221,309537.802,7.3524,230918.425,7.3449,202968.9795,7.396,211146.331,7.4883,229508.875,7.52,237927.2062,,
16,20210705,002252.SZ,7.48,7.49,7.3,7.35,7.47,-0.1200000000000001,-1.6064,260363.9,191900.053,0.5236,7.4222,298122.388,7.3534,222414.76,7.3505,202113.4975,7.3977,214049.867,7.4906,229528.6543,7.5208,237968.7848,,
17,20210702,002252.SZ,7.56,7.62,7.41,7.47,7.52,-0.04999999999999982,-0.6649,232388.05,174158.657,0.4674,7.4143,285381.4,7.3505,208755.46,7.3525,198758.395,7.3994,211717.937,7.4923,226885.8895,7.5213,237494.5253,,
18,20210701,002252.SZ,7.4802,7.6996,7.4103,7.5201,7.4702,0.049900000000000055,0.668,474661.53,361942.297,0.9546,7.3724,268096.342,7.3256,198108.968,7.35,195291.563,7.3987,210828.5673,7.4918,224561.028,7.5206,237089.549,,
19,20210630,002252.SZ,7.2907,7.6397,7.2807,7.4702,7.3006,0.16959999999999997,2.3231,386017.82,290732.956,0.7763,7.3206,197655.002,7.2986,163736.75,7.3445,182995.6595,7.3964,201797.2853,7.4905,218075.1567,7.5181,234311.0688,,
20,20210629,002252.SZ,7.3106,7.3605,7.2907,7.3006,7.3106,-0.009999999999999787,-0.1368,137180.64,100724.849,0.2759,7.2827,152299.048,7.2717,149832.803,7.3485,172683.211,7.3994,194382.5793,7.4896,213064.0005,7.5164,232628.7925,,
21,20210628,002252.SZ,7.2607,7.3505,7.2308,7.3106,7.2607,0.049900000000000055,0.6873,196658.96,143654.834,0.3955,7.2847,146707.132,7.2757,159613.859,7.365,175749.18,7.41,197725.989,7.4908,214152.5245,7.5154,233037.8388,,
22,20210625,002252.SZ,7.2408,7.3006,7.2109,7.2607,7.2607,0.0,0.0,145962.76,106228.331,0.2936,7.2867,132129.52,7.2956,166941.982,7.3764,176944.967,7.4203,200902.2937,7.4936,213708.1918,7.5143,232636.3261,,
23,20210624,002252.SZ,7.2607,7.3306,7.2408,7.2607,7.2807,-0.020000000000000462,-0.2747,122454.83,89293.115,0.2463,7.2787,128121.594,7.3136,170466.861,7.3904,183656.7405,7.4346,203422.7007,7.4986,213483.3578,7.5132,234410.5792,,
24,20210623,002252.SZ,7.3106,7.3605,7.2208,7.2807,7.3106,-0.029899999999999594,-0.409,159238.05,115942.276,0.3203,7.2767,129818.498,7.3276,173332.207,7.4034,191341.2145,7.4462,205051.0077,7.5034,213136.7503,7.5147,235608.1787,,
25,20210622,002252.SZ,7.3206,7.3306,7.2807,7.3106,7.3206,-0.009999999999999787,-0.1366,109221.06,79976.983,0.2197,7.2607,147366.558,7.3375,175019.534,7.4178,201260.284,7.4542,205802.575,7.5081,212753.4183,7.5175,236790.7234,,
26,20210621,002252.SZ,7.2408,7.3306,7.2109,7.3206,7.2208,0.09980000000000011,1.3821,123770.9,90464.1,0.2489,7.2667,172520.586,7.3475,181812.235,7.4198,209867.4205,7.4592,210189.5373,7.5114,213743.9327,7.5192,237957.7423,,
27,20210618,002252.SZ,7.2308,7.2607,7.2009,7.2208,7.2508,-0.03000000000000025,-0.4137,125923.13,91200.925,0.2533,7.3046,201754.444,7.3545,188761.33,7.4238,213199.1755,7.4682,215479.9487,7.5161,214391.1252,7.5213,239339.2234,,
28,20210617,002252.SZ,7.2109,7.3006,7.2109,7.2508,7.2009,0.049900000000000055,0.693,130939.35,95150.485,0.2633,7.3485,212812.128,7.3744,192474.158,7.4353,217188.367,7.4888,220179.5597,7.522,215077.001,7.5259,239793.4236,,
29,20210616,002252.SZ,7.3206,7.3405,7.2009,7.2009,7.3405,-0.13959999999999972,-1.9018,246978.35,179604.361,0.4967,7.3784,216845.916,7.3904,202254.569,7.4452,220827.553,7.5127,225084.1977,7.5299,215754.9165,7.5299,240415.2355,,
30,20210615,002252.SZ,7.5101,7.5699,7.3405,7.3405,7.5101,-0.16960000000000086,-2.2583,234991.2,175263.5,0.4726,7.4143,202672.51,7.4253,195533.619,7.4632,216657.4675,7.5363,223610.7203,7.538,213692.3433,7.5358,239780.1726,,
31,20210611,002252.SZ,7.4502,7.5699,7.4103,7.5101,7.4403,0.06980000000000075,0.9381,269940.19,203185.51,0.5429,7.4283,191103.884,7.4542,191884.501,7.4772,216782.054,7.556,226277.3167,7.544,212364.4077,7.5408,239720.3463,,
32,20210610,002252.SZ,7.4004,7.4702,7.3804,7.4403,7.4004,0.03989999999999938,0.5392,181211.55,135155.693,0.3644,7.4044,175768.216,7.4572,186947.952,7.4826,217882.4495,7.5696,228592.877,7.5455,210534.5367,7.5457,243438.6533,,
33,20210609,002252.SZ,7.3804,7.4303,7.3804,7.4004,7.3804,0.020000000000000462,0.271,151108.29,112198.129,0.3039,7.4004,172136.188,7.4672,196846.62,7.4951,219900.6205,7.5842,233053.6013,7.5495,210147.2627,7.5491,245170.5924,,
34,20210608,002252.SZ,7.4303,7.4403,7.3605,7.3804,7.4103,-0.029900000000000482,-0.4035,176111.32,130564.528,0.3542,7.4023,187663.222,7.4792,209350.222,7.5056,220910.408,7.5985,240699.5177,7.5555,210986.3763,7.5545,246346.2592,,
35,20210607,002252.SZ,7.4303,7.4403,7.3704,7.4103,7.3904,0.019900000000000695,0.2693,177148.07,131516.78,0.3563,7.4363,188394.728,7.4981,227501.034,7.5126,221194.0955,7.6191,254617.2367,7.5611,211951.0717,7.5612,246960.0622,,
36,20210604,002252.SZ,7.4203,7.4502,7.3804,7.3904,7.4203,-0.029900000000000482,-0.4029,193261.85,143485.46,0.3887,7.4802,192665.118,7.4921,237922.606,7.5151,224378.1885,7.6288,259010.8557,7.5683,215282.7453,7.5683,247501.1075,,
37,20210603,002252.SZ,7.4303,7.5001,7.4004,7.4203,7.4103,0.009999999999999787,0.1349,163051.41,121784.015,0.3279,7.5101,198127.688,7.4931,237637.021,7.525,228839.258,7.6384,268584.8273,7.5761,220031.297,7.5766,248311.0732,,
38,20210602,002252.SZ,7.54,7.54,7.4103,7.4103,7.55,-0.1396999999999995,-1.8503,228743.46,170721.95,0.46,7.534,221557.052,7.4961,241902.576,7.546,234032.2605,7.6381,268541.4883,7.5821,223001.1223,7.5852,249629.9966,,
39,20210601,002252.SZ,7.6298,7.6697,7.53,7.55,7.6298,-0.07980000000000054,-1.0459,179768.85,136657.403,0.3615,7.556,231037.222,7.5001,239400.537,7.5739,236499.012,7.6361,265502.837,7.5832,222461.0453,7.5931,249409.4874,,
40,20210531,002252.SZ,7.55,7.6497,7.5001,7.6298,7.54,0.08980000000000032,1.191,198500.02,151144.272,0.3992,7.56,266607.34,7.5011,237781.316,7.5919,237649.271,7.6268,263420.8937,7.5844,223430.7733,7.6004,250044.3758,,
41,20210528,002252.SZ,7.5799,7.5799,7.5101,7.54,7.54,0.0,0.0,220574.7,166542.258,0.4436,7.5041,283180.094,7.5001,241679.607,7.6068,243473.7245,7.6138,260747.3373,7.5837,223545.684,7.607,251650.4793,,
42,20210527,002252.SZ,7.54,7.5699,7.5001,7.54,7.5201,0.019899999999999807,0.2646,280198.23,211626.523,0.5635,7.4762,277146.354,7.5081,248816.947,7.6258,249415.3395,7.6035,257667.4093,7.5864,222902.005,7.6126,250832.7338,,
