,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20201105,000523.SZ,3.51,3.72,3.49,3.67,3.48,0.18999999999999995,5.4598,159157.84,57376.947,2.5386,3.63,98956.907,3.813,130727.0895,4.3653,112085.4223,5.2095,103616.3815,5.4733,97763.914,6.0032,122421.9572
1,20201104,000523.SZ,3.57,3.58,3.45,3.48,3.56,-0.08000000000000007,-2.2472,86443.9,30237.381,1.3788,3.646,91943.217,3.838,145751.54,4.438,108629.3617,5.2535,103039.9953,5.4893,96886.336,6.0096,121918.5176
2,20201103,000523.SZ,3.58,3.65,3.53,3.56,3.61,-0.04999999999999982,-1.385,96049.91,34357.924,1.532,3.681,90299.849,3.895,142072.945,4.5137,106247.3933,5.3009,104536.4342,5.5078,96462.7468,6.0165,121706.3276
3,20201102,000523.SZ,3.44,3.65,3.34,3.61,3.5,0.10999999999999988,3.1429,202645.93,71409.446,3.2322,3.716,88101.476,3.9735,137858.6995,4.587,103976.1983,5.3437,104579.4047,5.525,96027.1399,6.0232,121490.1776
4,20201030,000523.SZ,3.64,3.67,3.49,3.5,3.64,-0.14000000000000012,-3.8462,94978.55,33819.463,1.5149,3.744,79362.943,4.078,130343.853,4.6587,98198.1113,5.3837,102359.0963,5.5426,94720.5738,6.0302,120860.2274
5,20201029,000523.SZ,3.67,3.7,3.61,3.64,3.71,-0.06999999999999984,-1.8868,63637.56,23280.097,1.015,3.781,85603.699,4.1905,126853.7355,4.733,96513.017,5.4258,102054.5395,5.5604,94325.6443,6.0371,120588.6092
6,20201028,000523.SZ,3.67,3.74,3.62,3.71,3.66,0.04999999999999982,1.3661,83419.97,30747.617,1.3306,3.813,99599.895,4.301,124867.8475,4.8067,96414.131,5.4663,102285.7885,5.576,94179.6456,6.0436,120494.7024
7,20201027,000523.SZ,3.68,3.73,3.65,3.66,3.71,-0.04999999999999982,-1.3477,55190.2,20303.746,0.8803,3.85,106428.548,4.4075,123472.629,4.879,94604.3443,5.5048,102307.499,5.5918,94424.3279,6.0503,120281.5385
8,20201026,000523.SZ,3.76,3.78,3.68,3.71,3.76,-0.04999999999999982,-1.3298,72947.2,27165.137,1.1635,3.899,119112.406,4.5205,122664.109,4.9523,94563.3113,5.5455,103410.8588,5.6101,94351.0532,6.0573,120306.0561
9,20201023,000523.SZ,3.8,3.88,3.76,3.76,3.83,-0.07000000000000028,-1.8277,75098.01,28614.055,1.1978,3.954,139724.898,4.628,120847.229,5.0263,93787.7187,5.5828,106510.0705,5.6291,94258.5418,6.0647,120359.553
10,20201022,000523.SZ,3.82,3.87,3.74,3.83,3.83,0.0,0.0,89020.94,33831.335,1.4199,3.996,162497.272,4.733,118649.68,5.0963,92891.6053,5.6282,111976.917,5.6491,94159.2106,6.0716,120261.7138
11,20201021,000523.SZ,3.91,3.91,3.82,3.83,3.91,-0.08000000000000007,-2.046,70010.22,26971.469,1.1167,4.03,199559.863,4.834,116972.434,5.1663,91447.8273,5.6657,113347.6467,5.6682,93917.6933,,
12,20201020,000523.SZ,3.88,3.92,3.85,3.91,3.89,0.020000000000000018,0.5141,74066.18,28755.703,1.1814,4.109,193846.041,4.93,114221.1655,5.2367,90760.4963,5.699,113198.8873,5.6872,94068.7715,,
13,20201019,000523.SZ,3.9,4.0,3.83,3.89,3.87,0.020000000000000018,0.5168,115260.6,45256.102,1.8384,4.231,187615.923,5.0225,111913.5595,5.3063,89960.169,5.7301,113118.163,5.7055,94075.3968,,
14,20201016,000523.SZ,3.95,4.04,3.85,3.87,3.96,-0.08999999999999986,-2.2727,157386.11,61563.983,2.5103,4.412,181324.763,5.116,107615.6955,5.3783,87604.889,5.7588,112313.6235,5.7243,94147.6718,,
15,20201015,000523.SZ,3.95,4.08,3.82,3.96,4.08,-0.1200000000000001,-2.9412,203599.52,80256.245,3.2474,4.6,168103.772,5.209,101967.676,5.45,83946.9917,5.7881,111614.9573,5.7448,93823.9563,,
16,20201014,000523.SZ,4.13,4.14,4.04,4.08,4.15,-0.07000000000000028,-1.6867,151706.5,61986.467,2.4197,4.789,150135.8,5.3035,94821.249,5.5183,79293.0473,5.819,112081.3137,5.7653,94836.7536,,
17,20201013,000523.SZ,4.24,4.27,4.12,4.15,4.26,-0.10999999999999943,-2.5822,182028.78,75684.455,2.9034,4.965,140516.71,5.3935,88692.2425,5.583,76786.1307,5.854,111942.723,5.7908,94454.9206,,
18,20201012,000523.SZ,4.09,4.36,4.07,4.26,4.18,0.08000000000000007,1.9139,279072.12,117463.616,4.4512,5.142,126215.812,5.479,82288.764,5.649,73442.6687,5.8892,112055.1622,5.8153,93803.2037,,
19,20201009,000523.SZ,4.13,4.22,4.06,4.18,4.17,0.009999999999999787,0.2398,302821.75,125460.85,4.83,5.302,101969.56,5.5625,70819.129,5.7153,66111.882,5.9184,109816.883,5.838,92262.1685,,
20,20200930,000523.SZ,4.2,4.45,4.16,4.17,4.62,-0.4500000000000002,-9.7403,459646.85,194403.215,7.3314,5.47,74802.088,5.6465,58088.772,5.783,58899.0237,5.9479,107151.9175,5.8618,90786.9296,,
21,20200929,000523.SZ,4.62,4.62,4.62,4.62,5.13,-0.5099999999999998,-9.9415,12872.0,5946.864,0.2053,5.638,34385.005,5.7345,37391.8095,5.855,48434.324,5.9761,101735.8958,5.8852,88122.6158,,
22,20200928,000523.SZ,5.13,5.13,5.13,5.13,5.7,-0.5700000000000003,-10.0,11765.0,6035.445,0.1877,5.751,34596.29,5.8005,39217.724,5.9134,53759.735,5.9968,104567.0232,5.9041,89223.8488,,
23,20200925,000523.SZ,5.78,5.95,5.7,5.7,5.75,-0.04999999999999982,-0.8696,52349.0,30370.493,0.835,5.814,36211.196,5.844,41132.292,5.9527,59010.8453,6.0075,106872.5727,5.916,89506.4055,,
24,20200924,000523.SZ,5.82,5.83,5.75,5.75,5.85,-0.09999999999999964,-1.7094,25176.2,14572.832,0.4016,5.82,33906.628,5.8615,40744.952,5.9714,70073.444,6.006,107538.885,5.9233,89549.0175,,
25,20200923,000523.SZ,5.87,5.87,5.81,5.85,5.84,0.009999999999999787,0.1712,23919.8,13970.732,0.3815,5.818,35831.58,5.875,41868.6015,6.0037,87310.2387,6.0024,108389.511,5.9296,89997.6508,,
26,20200922,000523.SZ,5.78,5.86,5.68,5.84,5.92,-0.08000000000000007,-1.3514,55515.6,32210.984,0.8855,5.818,39506.698,5.883,43871.671,6.0124,89205.596,5.9974,109474.9522,5.9363,90743.7788,,
27,20200921,000523.SZ,5.86,5.94,5.85,5.92,5.86,0.05999999999999961,1.0239,39019.8,22970.93,0.6224,5.822,36867.775,5.892,44920.841,6.0197,89793.7467,5.9916,109357.8435,5.9417,90894.2386,,
