,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,600748.SH,4.26,4.31,4.21,4.23,4.26,-0.02999999999999936,-0.7042,41521.46,17679.516,0.2251,4.364,54904.278,4.434,48009.565,4.4965,42489.2995,4.5367,40537.4657,4.6995,67041.4478,4.6923,61853.7132,5.0634,102015.3018
1,20210726,600748.SH,4.4,4.4,4.24,4.26,4.4,-0.14000000000000057,-3.1818,93302.73,40187.718,0.5058,4.414,52507.906,4.467,48199.599,4.514,41950.5215,4.5497,41821.5133,4.7098,67433.394,4.6947,61976.1244,5.0687,102665.7732
2,20210723,600748.SH,4.49,4.5,4.4,4.4,4.48,-0.08000000000000007,-1.7857,74351.15,32933.783,0.4031,4.456,42239.52,4.498,43315.439,4.532,39145.215,4.5653,43350.4947,4.7185,66562.3728,4.6974,61809.6714,5.0741,103237.6951
3,20210722,600748.SH,4.45,4.5,4.44,4.48,4.45,0.03000000000000025,0.6742,30846.05,13775.07,0.1672,4.482,39757.992,4.51,38637.02,4.5445,37080.7175,4.5797,43778.596,4.7255,66148.4233,4.7,61769.3353,5.0797,104052.7404
4,20210721,600748.SH,4.48,4.5,4.43,4.45,4.48,-0.03000000000000025,-0.6696,34500.0,15380.482,0.187,4.49,42395.0,4.512,38889.756,4.5525,37328.29,4.592,46203.2133,4.7303,66391.2525,4.7028,61960.7922,5.0858,105193.5778
5,20210720,600748.SH,4.45,4.5,4.44,4.48,4.47,0.010000000000000675,0.2237,29539.6,13192.752,0.1601,4.504,41114.852,4.52,37685.877,4.5615,37340.657,4.6073,49328.2037,4.736,66628.1265,4.7062,62397.1776,5.092,106063.7212
6,20210719,600748.SH,4.5,4.53,4.46,4.47,4.53,-0.0600000000000005,-1.3245,41960.8,18786.026,0.2275,4.52,43891.292,4.528,37990.446,4.569,37422.9515,4.6187,52371.4897,4.742,66819.9337,4.7101,63672.6211,5.0975,107060.6551
7,20210716,600748.SH,4.56,4.64,4.53,4.53,4.52,0.010000000000000675,0.2212,61943.51,28397.03,0.3358,4.54,44391.358,4.536,37375.825,4.5755,36995.177,4.633,59862.1437,4.7477,66712.667,4.7123,63760.3214,5.1032,108113.6394
8,20210715,600748.SH,4.52,4.57,4.45,4.52,4.52,0.0,0.0,44031.09,19848.548,0.2387,4.538,37516.048,4.54,35184.835,4.5795,36316.6185,4.654,70403.5257,4.7525,66767.643,4.7138,63722.8171,5.1086,109300.916
9,20210714,600748.SH,4.55,4.56,4.51,4.52,4.56,-0.040000000000000036,-0.8772,28099.26,12727.446,0.1523,4.534,35384.512,4.551,35651.681,4.5835,35952.044,4.6653,70592.3837,4.7572,67206.9208,4.7154,63972.6237,5.1137,110881.79
10,20210713,600748.SH,4.55,4.6,4.54,4.56,4.57,-0.010000000000000675,-0.2188,43421.8,19876.792,0.2354,4.536,34256.902,4.559,36969.034,4.588,36801.416,4.6763,71226.4103,4.76,67183.0675,4.7162,64341.3772,5.1198,112725.8416
11,20210712,600748.SH,4.55,4.59,4.54,4.57,4.52,0.05000000000000071,1.1062,44461.13,20284.868,0.241,4.536,32089.6,4.561,35701.444,4.591,38632.4705,4.6857,71546.7057,4.762,66962.7302,4.7164,64587.0228,,
12,20210709,600748.SH,4.5,4.55,4.48,4.52,4.5,0.019999999999999574,0.4444,27566.96,12449.811,0.1494,4.532,30360.292,4.566,34974.991,4.599,43368.0225,4.6963,71389.7347,4.7638,66834.7253,4.7167,64653.0362,,
13,20210708,600748.SH,4.55,4.55,4.49,4.5,4.53,-0.03000000000000025,-0.6623,33373.41,15032.017,0.1809,4.542,32853.622,4.579,35524.415,4.6145,46349.384,4.7097,72051.59,4.7673,67114.6227,4.7178,65435.9358,,
14,20210707,600748.SH,4.54,4.55,4.52,4.53,4.56,-0.02999999999999936,-0.6579,22461.21,10180.682,0.1218,4.568,35918.85,4.593,35766.824,4.632,49859.942,4.724,73090.7217,4.7708,67093.7602,4.7184,66080.2499,,
