,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120,ma250,ma_v_250
0,20210727,003041.SZ,23.11,23.44,22.58,22.61,23.02,-0.41000000000000014,-1.7811,12131.06,27808.146,4.8524,23.712,13141.436,24.409,12003.164,25.652,13096.3,26.9113,14850.9477,29.0155,30340.6017,,,,
1,20210726,003041.SZ,23.58,23.94,22.7,23.02,23.5,-0.4800000000000004,-2.0426,10304.01,23937.611,4.1216,24.044,12105.152,24.777,12067.967,25.973,13557.8785,27.1737,15503.3947,29.1687,30976.9267,,,,
2,20210723,003041.SZ,24.56,24.6,23.45,23.5,24.45,-0.9499999999999993,-3.8855,13920.92,33238.473,5.5684,24.306,12810.09,25.093,12174.579,26.2505,13799.4095,27.4067,15886.1357,29.3158,31652.2952,,,,
3,20210722,003041.SZ,24.98,24.98,24.4,24.45,24.98,-0.5300000000000011,-2.1217,10608.11,26050.113,4.2432,24.632,12669.644,25.366,12180.692,26.4825,14339.577,27.6347,16307.8913,29.441,32552.6802,,,,
4,20210721,003041.SZ,24.7,26.0,24.7,24.98,24.27,0.7100000000000009,2.9254,18743.08,47397.392,7.4972,24.882,12677.784,25.531,13123.115,26.7125,14853.636,27.816,16842.5417,29.5908,33892.6265,,,,
5,20210720,003041.SZ,24.09,24.47,24.05,24.27,24.33,-0.05999999999999872,-0.2466,6949.64,16867.005,2.7799,25.106,10864.892,25.757,12605.326,26.956,14869.2105,28.0023,17221.3193,29.7913,35413.8358,,,,
6,20210719,003041.SZ,25.28,25.28,24.0,24.33,25.13,-0.8000000000000007,-3.1834,13828.7,33883.996,5.5315,25.51,12030.782,26.025,12923.166,27.2625,15565.255,28.2383,18091.9357,29.9888,36735.4128,,,,
7,20210716,003041.SZ,25.75,25.85,25.04,25.13,25.7,-0.5700000000000003,-2.2179,13218.69,33414.792,5.2875,25.88,11539.068,26.292,12582.96,27.5415,15659.325,28.4663,19382.6593,30.163,37972.7803,,,,
8,20210715,003041.SZ,26.01,26.19,25.67,25.7,26.1,-0.40000000000000213,-1.5326,10648.81,27514.137,4.2595,26.1,11691.74,26.451,13356.057,27.7835,15757.7505,28.721,21947.9877,30.3412,39567.7698,,,,
9,20210714,003041.SZ,26.42,26.66,26.04,26.1,26.29,-0.18999999999999773,-0.7227,9678.62,25517.339,3.8714,26.18,13568.446,26.675,13621.24,27.9935,15919.3555,29.0193,23694.197,30.5425,40288.773,,,,
10,20210713,003041.SZ,26.2,26.5,25.87,26.29,26.18,0.10999999999999943,0.4202,12779.09,33385.447,5.1116,26.408,14345.76,26.895,14189.436,28.1625,16274.8395,29.1993,25585.0283,30.8072,42880.3243,,,,
11,20210712,003041.SZ,26.2,26.57,26.1,26.18,26.23,-0.05000000000000071,-0.1906,11370.13,29895.79,4.5481,26.54,13815.55,27.169,15047.79,28.372,17221.1085,29.3397,25996.321,31.1345,42692.6202,,,,
12,20210709,003041.SZ,26.1,26.37,25.62,26.23,26.1,0.129999999999999,0.4981,13982.05,36546.902,5.5928,26.704,13626.852,27.408,15424.24,28.5635,17741.914,29.469,26548.441,31.394,42548.5402,,,,
13,20210708,003041.SZ,26.95,27.49,26.02,26.1,27.24,-1.139999999999997,-4.185,20032.34,53521.738,8.0129,26.802,15020.374,27.599,16498.462,28.769,18371.491,29.624,27408.3783,31.5893,42355.8727,,,,
